1,27,14,9,0,0,0,0,0,0,0,0,0,0.05,0.05,0.1,0,0,0.2,0,0.05,0,0,0.05,0.1,0.35,0.05,0.05,0,0.2,0.05,0.25,0.15,0.25,0.3,0.25,0.25,0.2,0.4,0.5,0.35,0.25,0.25,0.4,0.45,0.55,0.4,0.5,0.65,0.7,0.7,0.6,0.25,0.7,0.45,0.5,0.65,0.5,0.45,0.45,0.55,0.65,0.1,0.15,0.3,0.3,0.3,0.1,0.15,0.15,0.25,0.25,0.1,0.4,0.15,0.1,0.25,0.2,0.25,0.45,0.25,0.05,0.3,0.3,0.25,0.1,0.1,0,0.05,0.25,0.05,0.15,0.05,0,0.3,0.2,0,0.2,0.25,0.1,0.2,0.15,0.15,0.35,0.1,0.15,0.15,0.15,0.1,0.55,0.15,0.2,0.6,0.95,0.75,0.15,0.2,0.2,0.2,0.35,0.4,0.25,0.35,0.25,0.25,0.4,0.4,0.35,0.25,0.2,0.25,0.25,0.25,0.1,0.15,0.4,0.35,0.25,0.25,0.2,0.25,0.1,0.2,0.35,0.2,0.05,0.35,0.25,0.6,0.3,0.3,0.3,0.35,0.1,0.25,0,0.15,0.35,0.15,0.3,0.25,0.55,0.4,0.5,0.15,0.45,0.15,0.45,0.45,0.3,0.4,0.3,0.35,0.6,0.6,0.65,0.7,0.6,0.3,0.4,0.3,0.45,0.55,0.4,0.6,0.55,0.25,0.25,0.2,0.3,0.2,0.3,0.25,0.4,0.2,0.5,0.25,0.25,0.25,0.1,0.05,0.1,0.15,0,0.1,0.05,0.15,0.05,0.05,0.05,0.15,0.05,0.1,0.15,0.2,0.05,0.15,0,0.1,0.1,0.05,0,0.1,0.05,0.05,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0.05,0
2,12,6,2,0,0,0.05,0,0.05,0,0,0.05,0.15,0.1,0,0.15,0.1,0.1,0,0,0,0,0.05,0.05,0.15,0.15,0,0.05,0,0,0.05,0.05,0,0,0,0,0.05,0.05,0.1,0.2,0,0.15,0,0.05,0,0.1,0.05,0.15,0.05,0.05,0.1,0.2,0.1,0,0.1,0.25,0.1,0.2,0.1,0.1,0.2,0.1,0.15,0.05,0.1,0.1,0.1,0.05,0.1,0,0,0.05,0.05,0.15,0.1,0,0.05,0.25,0.1,0.05,0.15,0.1,0.15,0.1,0.1,0.1,0.15,0.1,0.2,0.15,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.1,0.15,0,0.1,0,0,0.1,0.05,0.05,0.1,0,0.05,0.05,0.1,0.2,0.1,0.05,0.1,0.1,0.05,0.2,0.15,0.1,0.1,0.1,0.1,0.2,0.05,0.3,0,0,0.05,0.05,0.1,0,0.1,0.15,0.05,0.2,0.05,0,0.05,0.1,0.05,0,0.05,0,0.05,0,0,0,0.1,0.15,0.2,0.05,0.2,0,0.05,0.2,0.15,0.2,0.05,0,0,0.3,0.15,0.1,0.15,0.05,0.05,0.15,0.15,0.1,0.25,0.1,0.15,0.1,0.1,0.25,0.05,0.1,0.15,0.25,0.2,0.05,0,0.2,0.05,0.05,0,0.15,0,0,0.05,0,0.05,0.1,0.25,0,0,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0.1,0,0,0.1,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,36,18,6,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.15,0,0.05,0,0,0,0.1,0.1,0,0.15,0.1,0.1,0,0.05,0.05,0,0.15,0,0.05,0.05,0.15,0.2,0.3,0.3,0.25,0.25,0.3,0.25,0.15,0.15,0.05,0.1,0.4,0.25,0.3,0.75,0.6,0.4,0.4,0.35,0.4,0.25,0.2,0.25,0.2,0.15,0.25,0.4,0.15,0.15,0,0,0.1,0.15,0.2,0.05,0.25,0.1,0.1,0.05,0.1,0.15,0.1,0,0.1,0.05,0,0,0.1,0,0.15,0.05,0,0.05,0.1,0,0.15,0,0.15,0,0.1,0,0.15,0.1,0,0.1,0.1,0,0,0,0,0.1,0.15,0.25,0.1,0.05,0.1,0.05,0.2,0.2,0,0.15,0.1,0.1,0.1,0.2,0.05,0.15,0.35,0.1,0.25,0.2,0.1,0.05,0.25,0.2,0.15,0.1,0.2,0.1,0.1,0.25,0.05,0.05,0.1,0.1,0,0.05,0.1,0.2,0.25,0.1,0.1,0.2,0.05,0.15,0.1,0.05,0,0,0.05,0.1,0.15,0.05,0.1,0.1,0.05,0.1,0.15,0,0.15,0.15,0.05,0.3,0.1,0.1,0.2,0.6,0.45,0.15,0.3,0.15,0.3,0.15,0.05,0.05,0.1,0.2,0.1,0.2,0.05,0.05,0.05,0,0.05,0.1,0.05,0.15,0,0.05,0,0.15,0.1,0.15,0.1,0,0.1,0.05,0.05,0.05,0.05,0,0.05,0.05,0,0,0.05,0.05,0.05,0.1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
4,15,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0.05,0,0.15,0,0.1,0.05,0,0.05,0.05,0,0.05,0,0.1,0.25,0.1,0.05,0.1,0.15,0.05,0.05,0.05,0,0,0.35,0.1,0.2,0.25,0.25,0.35,0.35,0.3,0,0.3,0.15,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.05,0.05,0,0.05,0,0.05,0.05,0.05,0,0.15,0.05,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.1,0,0,0.05,0,0.05,0.15,0.05,0.05,0.05,0.15,0.1,0.05,0.1,0.05,0.15,0.1,0,0,0.1,0.05,0.05,0,0.1,0.1,0.05,0.05,0.15,0.15,0.1,0.15,0.2,0.05,0.05,0.15,0.1,0.1,0.15,0.1,0.05,0.05,0,0.1,0.05,0.1,0.1,0,0.1,0.05,0.1,0.2,0.1,0.15,0,0.1,0.05,0.1,0.2,0.1,0.05,0,0.1,0.1,0.15,0.1,0.05,0.2,0.15,0.15,0.25,0.15,0.1,0.2,0.15,0.15,0.2,0.15,0.1,0,0.4,0.4,0.35,0.35,0.05,0.25,0.15,0.15,0.4,0.25,0,0,0.15,0.25,0,0.05,0.15,0.1,0.05,0.15,0.15,0.2,0.15,0.05,0.15,0.05,0.1,0.15,0.2,0.15,0.2,0.15,0.05,0.1,0,0.05,0.1,0.1,0,0.05,0,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0
6,15,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0.1,0,0.05,0.1,0.1,0.1,0.05,0,0.1,0.05,0.15,0.05,0.1,0,0.05,0,0,0.1,0.15,0.15,0.2,0.1,0.2,0.1,0.1,0.1,0,0.05,0.1,0.25,0.15,0.1,0,0,0.1,0.2,0.15,0.15,0,0.1,0.1,0.1,0.2,0.05,0.1,0.1,0.25,0.15,0.05,0.2,0.05,0.15,0,0.1,0.1,0,0.05,0.05,0.05,0.1,0.1,0.1,0.2,0.05,0.15,0.15,0.1,0.05,0,0.05,0.05,0,0,0.15,0.1,0.05,0.15,0,0.2,0.25,0.35,0.2,0.05,0.05,0.3,0.2,0.25,0.05,0.1,0.2,0,0.05,0.05,0.1,0.1,0.05,0.15,0.1,0,0.05,0.2,0.1,0.15,0.2,0.05,0.2,0,0.1,0.1,0.1,0,0.05,0.15,0.15,0.15,0.1,0.1,0.15,0.2,0.1,0,0.05,0.05,0.15,0.05,0.1,0.1,0.1,0.25,0.55,0.5,0.4,0.2,0.5,0.2,0.2,0.3,0.25,0.45,0.15,0.3,0.4,0.4,0.25,0.25,0.05,0.1,0.1,0.1,0.25,0.05,0.25,0.15,0.05,0.05,0.15,0.15,0.05,0,0.05,0.05,0.05,0.05,0,0.05,0.05,0.15,0.05,0,0.05,0.05,0.1,0.2,0.15,0.15,0.05,0.05,0.05,0.05,0.1,0.1,0,0,0,0.05,0.1,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
7,24,12,10,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.15,0.15,0.1,0.05,0.05,0,0.05,0,0,0.05,0.15,0,0.2,0.1,0.15,0.1,0.3,0.1,0,0.1,0.1,0.1,0.05,0.1,0.25,0.3,0.3,0,0.25,0.4,0.1,0.2,0.1,0.05,0.05,0,0.05,0.1,0.05,0.15,0.1,0.3,0.1,0.15,0.05,0.05,0.05,0.1,0.05,0.1,0,0.1,0,0.1,0.1,0.2,0.15,0.2,0,0.1,0.15,0.1,0.15,0,0.2,0.05,0.05,0.05,0.1,0.1,0.1,0,0.2,0.1,0.05,0.15,0.1,0.05,0.1,0.15,0.1,0,0.1,0.15,0.2,0.05,0.15,0.25,0.1,0.2,0.15,0.2,0.25,0.15,0.3,0.35,0.25,0.3,0.1,0.4,0.55,0.2,0.4,0.3,0.15,0.25,0.05,0.1,0.25,0.35,0.05,0,0.35,0.05,0.15,0.15,0.15,0.1,0.1,0.1,0.2,0.2,0.1,0.05,0.15,0.25,0.15,0.3,0.4,0.3,0.4,0.2,0.4,0.35,0.45,0.25,0.15,0.3,0.65,0.45,0.3,0.5,0.15,0.2,0.4,0.2,0.2,0.45,0.1,0.3,0.8,0,0.1,0.25,0.25,0.1,0.25,0.15,0.25,0.35,0.15,0.1,0.05,0.15,0.15,0.15,0.2,0.15,0.15,0.05,0.15,0,0.05,0.05,0.15,0.1,0,0.1,0.05,0,0,0.15,0.05,0,0.1,0.15,0.05,0,0.1,0.05,0,0,0.1,0.05,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
8,12,6,11,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0.1,0.05,0.1,0.1,0.05,0,0.05,0.05,0.2,0,0.1,0.05,0.15,0.1,0.1,0,0.05,0.2,0.05,0.05,0.1,0.25,0.15,0.15,0.2,0.05,0.2,0.05,0.05,0.1,0.15,0.05,0.05,0,0,0,0.05,0.05,0.05,0.05,0.05,0,0.1,0,0.1,0.25,0.2,0,0,0,0,0.05,0.1,0.05,0,0.1,0.05,0.1,0.2,0,0.15,0.2,0.1,0.05,0.1,0,0,0.1,0.35,0.2,0.1,0,0.1,0.1,0.05,0.15,0.1,0.1,0.1,0.1,0.15,0.05,0.05,0.15,0.15,0.1,0.15,0.15,0.05,0.05,0.15,0.15,0.05,0.1,0.05,0.1,0.15,0.1,0.05,0.1,0.05,0,0.15,0.15,0,0.1,0,0.35,0.1,0.15,0.15,0.2,0.05,0.15,0.05,0.05,0.25,0.25,0.15,0.35,0.25,0.3,0.25,0.3,0.05,0,0.05,0,0,0.2,0.2,0.25,0,0.1,0.05,0.15,0.1,0.05,0.1,0.05,0.1,0,0.15,0,0.1,0.05,0.15,0,0.05,0.1,0,0.1,0.05,0.1,0,0.05,0.15,0.05,0.05,0.15,0.05,0,0.15,0.15,0,0.1,0.05,0.1,0.1,0.05,0.05,0.1,0.1,0.05,0,0.05,0,0,0.05,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0
9,24,12,9,0,0,0,0,0,0,0,0,0,0.05,0.2,0,0,0,0,0,0,0,0,0.25,0.05,0.1,0,0.1,0.05,0.1,0.05,0.25,0.2,0.15,0.15,0.1,0.1,0.05,0.1,0.25,0.05,0.05,0.05,0.25,0.35,0.05,0.15,0.15,0.25,0.2,0.1,0,0.05,0.1,0.1,0.1,0,0.1,0.05,0,0.1,0.25,0,0.2,0,0.05,0.1,0.05,0.1,0.2,0,0.1,0.1,0.05,0.1,0.2,0,0.05,0.05,0.05,0,0,0,0,0,0,0.1,0.05,0.1,0.4,0.15,0.05,0.05,0.1,0.05,0.1,0.05,0.1,0.1,0,0.15,0,0,0,0.2,0,0,0.25,0.05,0.2,0.1,0.25,0.1,0.3,0.35,0.15,0.15,0.25,0.05,0,0.05,0.15,0.05,0.15,0.05,0.1,0.15,0.1,0.05,0.1,0.2,0.2,0.1,0.1,0.05,0.15,0.05,0.1,0.15,0.1,0.05,0,0.05,0.25,0.1,0,0.05,0,0.05,0.05,0.2,0.15,0.1,0.2,0.25,0.45,0.45,0.2,0.25,0.1,0.3,0.65,0.5,0.25,0.3,0.3,0.15,0.25,0.3,0.3,0.05,0,0.25,0.3,0.1,0.15,0.25,0.2,0.25,0.15,0.1,0.1,0.15,0.35,0.05,0.05,0.05,0,0,0.05,0,0.05,0,0.1,0.25,0.1,0.1,0.1,0.15,0,0,0.05,0.1,0,0,0.15,0.1,0.05,0.1,0.05,0.1,0.05,0,0.1,0.05,0.05,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0.05,0,0,0,0,0
10,36,18,9,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0.05,0.1,0.05,0.05,0,0,0,0,0.15,0,0.05,0.1,0.05,0.15,0.1,0.1,0.4,0.1,0,0.4,0.25,0.05,0.15,0.1,0.1,0.1,0.55,0.25,0.45,0.05,0.45,0.35,0.1,0.3,0.15,0.2,0,0.1,0.2,0.1,0,0.1,0.15,0.1,0.05,0.05,0.05,0.15,0.1,0.2,0.1,0.2,0.05,0.2,0.1,0,0.1,0.05,0,0.05,0.1,0.1,0.05,0.1,0,0.05,0,0.1,0.1,0.15,0.35,0.15,0,0.15,0.3,0.05,0.1,0.1,0.2,0.1,0.15,0.1,0.2,0,0,0.1,0.15,0.2,0.3,0.15,0.2,0.15,0.2,0.2,0.2,0.2,0.25,0.15,0.1,0.3,0.1,0.1,0.1,0.05,0.25,0.35,0.05,0.15,0.2,0,0.2,0.3,0.25,0.05,0,0,0.1,0.05,0.2,0.15,0.2,0.15,0.2,0.15,0.3,0.05,0.1,0.3,0.4,0.25,0.15,0.2,0.2,0.35,0.1,0.15,0.25,0.15,0.15,0.4,0.15,0.2,0.2,0.25,0.1,0.25,0.2,0.15,0.1,0.2,0.45,0.5,0.3,0.2,0.15,0.05,0,0.1,0.25,0.45,0.3,0.1,0.15,0.2,0.25,0.2,0.25,0.15,0.25,0.05,0.05,0.05,0.2,0.2,0.1,0.2,0.2,0.05,0.15,0.1,0.05,0.05,0,0,0.1,0.2,0.15,0.1,0.05,0.05,0,0.05,0.05,0,0.05,0,0,0.05,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0
